Unique ID,Product Code,Subproduct Code,Product Name,Description,materials,Size (imp),Size (met),Power,Trade Price,RRP,Category,Range,ImageName,ThumbImageURL,ViewImageURL,Hi-Res URL,Stock,StockLevel,MPN,Manufacturer,IsMan,IsWoman,IsLingerie,IsCouples,IsFetish,IsGayMale,IsGayFemale
N9602 NS6647,N9602,NS6647,"Fever Flirty French Maid Costume - Small","Fever Flirty French Maid Costume, With Dress, Headpiece and Sleeves


Adult size fancy dress costume. Not for children. Dyes may not be colourfast. Warning! Keep away from fire.

Dry Clean Only","100% polyester","8-10- 12-14- 16-18","8-10- 12-14- 16-18","None Required",11.41,28.99,Costumes,Sexy Lingerie,"n9602-fever_flirty_french_maid_costume","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9602-fever_flirty_french_maid_costume.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9602-fever_flirty_french_maid_costume.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9602-fever_flirty_french_maid_costume.jpg","In Stock",1,"31212S","Fever Lingerie",0,-1,-1,0,0,0,-1
N9602 NS6648,N9602,NS6648,"Fever Flirty French Maid Costume - Medium","Fever Flirty French Maid Costume, With Dress, Headpiece and Sleeves


Adult size fancy dress costume. Not for children. Dyes may not be colourfast. Warning! Keep away from fire.

Dry Clean Only","100% polyester","8-10- 12-14- 16-18","8-10- 12-14- 16-18","None Required",11.41,28.99,Costumes,Sexy Lingerie,"n9602-fever_flirty_french_maid_costume","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9602-fever_flirty_french_maid_costume.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9602-fever_flirty_french_maid_costume.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9602-fever_flirty_french_maid_costume.jpg","Out of Stock",0,"31212M","Fever Lingerie",0,-1,-1,0,0,0,-1
N9602 NS6649,N9602,NS6649,"Fever Flirty French Maid Costume - Large","Fever Flirty French Maid Costume, With Dress, Headpiece and Sleeves


Adult size fancy dress costume. Not for children. Dyes may not be colourfast. Warning! Keep away from fire.

Dry Clean Only","100% polyester","8-10- 12-14- 16-18","8-10- 12-14- 16-18","None Required",11.41,28.99,Costumes,Sexy Lingerie,"n9602-fever_flirty_french_maid_costume","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9602-fever_flirty_french_maid_costume.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9602-fever_flirty_french_maid_costume.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9602-fever_flirty_french_maid_costume.jpg","Out of Stock",0,"31212L","Fever Lingerie",0,-1,-1,0,0,0,-1
N9603 NS6650,N9603,NS6650,"Fever Boutique Lace Petticoat - White","Fever Boutique Lace Petticoat, White

Adult size. Not a toy. Warning! Keep away from fire. Dyes used may not be colourfast.


","Select Materials","one size","one size","None Required",7.03,17.99,Costumes,Sexy Lingerie,"n9603-fever_boutique_lace_petticoat_white","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9603-fever_boutique_lace_petticoat_white.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9603-fever_boutique_lace_petticoat_white.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9603-fever_boutique_lace_petticoat_white.jpg","In Stock",1,"30306","Fever Lingerie",0,-1,-1,0,0,0,-1
N9605,N9605,,"Leg Avenue Frill Trim Thigh Highs w/ Black Bow","Industrial Net Thigh Highs With Contrast Lace Top And Bow

88% POLYAMIDE/NYLON 12% SPANDEX","88% polyamide- 12% spandex","one size","one size","None Required",4.53,11.49,Hosiery,Sexy Lingerie,"n9605-leg_avenue_frill_trim_thigh_highs_w_black_bow","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9605-leg_avenue_frill_trim_thigh_highs_w_black_bow.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9605-leg_avenue_frill_trim_thigh_highs_w_black_bow.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9605-leg_avenue_frill_trim_thigh_highs_w_black_bow.jpg","In Stock",3,"9316","Leg Avenue",0,-1,-1,0,0,0,-1
N9606 NS6651,N9606,NS6651,"Tantus Sport Silicone Medium G-Spot Dildo - Midnight Purple","The ideal medium sized toy. Sleek with a head that is just enough, without being too much. Made of Tantus’ 100% Ultra-Premium Silicone. A perfect toy for strap-on harness play.

Harness Compatible: Yes 
Safe For Your Body: Made from Tantus’ own unique formula of 100% Ultra-Premium Silicone
Easy To Clean: Eco-Friendly, Hypoallergenic, Hygienic, Boilable, Bleachable and Dishwasher Safe.","Ultra premium silicone","Diameter 1.25&quot;- Insertable Length: 5.5&quot;","Diameter 32mm- Insertable Length: 140mm","None Required",21.1,52.99,Strap Ons,Dildos,"n9606-tantus_sport_silicone_medium_gspot_dildo","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9606-tantus_sport_silicone_medium_gspot_dildo.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9606-tantus_sport_silicone_medium_gspot_dildo.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9606-tantus_sport_silicone_medium_gspot_dildo.jpg","In Stock",4,"D1441","Tantus Inc.",0,-1,0,-1,-1,0,-1
N9607 NS6654,N9607,NS6654,"Tantus Neo Smooth Silicone Butt Plug - Black","A new classic, the Tantus Neo offers a smoothly tapered design, with a base curved to follow the body’s contours. An ideal plug for beginners, the Neo is the perfect way to introduce anal play to your partner.

Harness Compatible: Yes 
Safe For Your Body: Made from Tantus’ own unique formula of 100% Ultra-Premium Silicone
Easy To Clean: Eco-Friendly, Hypoallergenic, Hygienic, Boilable, Bleachable and Dishwasher Safe.","Ultra premium silicone","Diameter: 1.4&quot;- Insertable Length: 4&quot;","Diameter: 35mm- Insertable Length: 101mm","None Required",14.38,35.99,Butt Plugs,Anal Toys,"n9607-tantus_neo_smooth_silicone_butt_plug","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9607-tantus_neo_smooth_silicone_butt_plug.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9607-tantus_neo_smooth_silicone_butt_plug.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9607-tantus_neo_smooth_silicone_butt_plug.jpg","In Stock",11,"B4053","Tantus Inc.",-1,-1,0,0,-1,-1,-1
N9608 NS6655,N9608,NS6655,"Tantus Juice Ribbed Silicone Butt Plug - Black","he Juice has the same shape as Neo, but with added texture along the sides. A great plug for extended wear, made of Tantus’ own unique blend of ultra premium silicone. The base is designed to be comfortable, and to curve with the body.

Harness Compatible: Yes 
Safe For Your Body: Made from Tantus’ own unique formula of 100% Ultra-Premium Silicone
Easy To Clean: Eco-Friendly, Hypoallergenic, Hygienic, Boilable, Bleachable and Dishwasher Safe.","Ultra premium silicone","Diameter: 1.4&quot;- Insertable Length: 4&quot;","Diameter: 35mm- Insertable Length: 101mm","None Required",14.38,35.99,Butt Plugs,Anal Toys,"n9608-tantus_juice_ribbed_silicone_butt_plug","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9608-tantus_juice_ribbed_silicone_butt_plug.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9608-tantus_juice_ribbed_silicone_butt_plug.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9608-tantus_juice_ribbed_silicone_butt_plug.jpg","In Stock",12,"B4060","Tantus Inc.",-1,-1,0,0,-1,-1,-1
N9609 NS6656,N9609,NS6656,"Tantus Twist Silicone Butt Plug - Black","Maximum texture is the name of the game with the Tantus Twist. With deep sinuous swirls, Twist offers the ultimate stimulation for those who like texture. Easy to clean, and fun to use, the Twist will be a terrific addition to your toybox.

Harness Compatible: Yes
Safe For Your Body: Made from Tantus’ own unique formula of 100% Ultra-Premium Silicone
Easy To Clean: Eco-Friendly, Hypoallergenic, Hygienic, Boilable, Bleachable and Dishwasher Safe.","Ultra premium silicone","Diameter: 1.3&quot;- Length: 5&quot;","Diameter: 33mm- Length: 127mm","None Required",14.38,35.99,Butt Plugs,Anal Toys,"n9609-tantus_twist_silicone_butt_plug","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9609-tantus_twist_silicone_butt_plug.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9609-tantus_twist_silicone_butt_plug.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9609-tantus_twist_silicone_butt_plug.jpg","In Stock",12,"B4077","Tantus Inc.",-1,-1,0,0,-1,-1,-1
N9610 NS6657,N9610,NS6657,"Tantus Slow Drive Silicone Curved Tip Dildo - Black","An ideal medium sized toy for manual or strap-on harness play, the Slow Drive Long hits the sweet spot every time. The teardrop base provides added stability in a harness, an ergonomic grip, and directionality to always find the curve. 
Take your time and use a slow rocking motion to stimulate the G-spot or prostate! 

Harness Compatible: Yes 
Safe For Your Body: Made from Tantus’ own unique formula of 100% Ultra-Premium Silicone
Easy To Clean: Eco-Friendly, Hypoallergenic, Hygienic, Boilable, Bleachable and Dishwasher Safe.","Ultra premium silicone","Diameter: 1.25&quot;- Insertable Length: 5&quot;","Diameter: 31mm- Insertable Length: 127mm","None Required",15.91,39.99,Strap Ons,Dildos,"n9610-tantus_slow_drive_silicone_curved_tip_dildo","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9610-tantus_slow_drive_silicone_curved_tip_dildo.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9610-tantus_slow_drive_silicone_curved_tip_dildo.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9610-tantus_slow_drive_silicone_curved_tip_dildo.jpg","In Stock",6,"D3117","Tantus Inc.",0,-1,0,0,0,-1,-1
N9611 NS6658,N9611,NS6658,"Tantus Warm-Up Silicone Dildo - Silver","The Warm Up Silicone G-Spot Dildo By Tantus is a small starter dildo, perfect for warming up. A versatile, unisex toy offering tons of pleasure possibilities. Made of 100% Ultra-Premium Silicone. Perfect for solo exploration, as well as use with a partner. ","Ultra premium silicone","1&quot; x 4.5&quot;","25 x 114 mm","None Required",12.66,37.99,Strap Ons,Dildos,"n9611-tantus_warm_up_silicone_dildo","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9611-tantus_warm_up_silicone_dildo.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9611-tantus_warm_up_silicone_dildo.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9611-tantus_warm_up_silicone_dildo.jpg","In Stock",6,"D0994","Tantus Inc.",0,-1,0,-1,0,0,-1
N9612,N9612,,"Tantus Pelt Silicone Paddle","A paddle line for the advanced enthusiast, Pelt is an oval shaped paddle, with smooth and rounded edges. Made from Tantus’ own unique formula of 100% Ultra-Premium Silicone.

Harness Compatible: No
Safe For Your Body: Made from Tantus’ own unique formula of 100% Ultra-Premium Silicone
Easy To Clean: Eco-Friendly, Hypoallergenic, Hygienic, Boilable, Bleachable and Dishwasher Safe.","Ultra premium silicone","Diameter: 3.25&quot;- Length: 11.6&quot;","Diameter: 83mm- Length: 295mm","None Required",17.07,42.99,Whips,Bondage,"n9612-tantus_pelt_silicone_paddle","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9612-tantus_pelt_silicone_paddle.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9612-tantus_pelt_silicone_paddle.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9612-tantus_pelt_silicone_paddle.jpg","In Stock",18,"P9621","Tantus Inc.",0,0,0,0,-1,0,0
N9613,N9613,,"ElectraStim Noir Sirius Electro Prostate Massager","Intensify the pleasure you experience during masturbation, foreplay and sex and deepen your sexual satisfaction with the ElectraStim Silicone Noir Sirius Prostate Massager. Developed especially for his pleasure, Sirius is designed to stimulate his prostate and lavish his anal pleasure zones with powerfully orgasmic sensations. 

This tried-and-tested male sex toy serves up a unique and addictive sexual experience that could lead you to a hands-free orgasm (HFO). Rock your body against Sirius' 4-inch length while the perineum stimulator teases your sensitive sweet spot with its expertise. Surrender to sensation as Sirius causes your ass to sensually throb and clench, nudging the curvaceous tip against your P-spot with faultless rhythm.

Use Sirius with a dual-channel stimulator and enliven the four quadri-polar contacts with electrosex tingles. Use Sirius with a single-channel stimulator and choose to enliven any two contacts, focusing stimulation to either side of the shaft or either side of the perineum massager.

Crafted from platinum-cured medical-grade silicone, Sirius is beautifully smooth to the touch and has a squeezable density to improve comfort and amplify your excitement during play. Our Shape and Play technology allows you to bend and pose Sirius into position for the perfect fit against your body. Adjust the angle of the tip, shaft and perineum stimulator to ergonomically match your internal slopes and curves.

For the best sex sensations, we recommend that you use Sirius with some water-based lubricant.


Quadri-polar for internal and external stimulation - takes 4x 2mm pin connectors. 1x Silicone Noir Sirius electrode is included in each pack. You will need to connect Sirius to an ElectraStim stimulator to feel the sensations described.

THIS ITEM IS AN ELECTRASTIM ACCESSORY AND YOU WILL NEED TO PURCHASE AN ELECTROPLAY MAINS PACK SUCH AS N8720 ElectraStim Flick Stimulator Pack EM60-E, N8738 Electrastim Flick Duo Stimulator Pack OR N6889 Electrastim Sex Adventure Pack TO USE THIS WITH.","medical grade silicone","Insertable 4&quot;- Circumference 4.45&quot;","Insertable 100mm- Circumference 113mm","None Required",29,59.99,Fetish,Bondage,"n9613-electrastim_noir_sirius_electro_prostate_massager","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9613-electrastim_noir_sirius_electro_prostate_massager.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9613-electrastim_noir_sirius_electro_prostate_massager.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9613-electrastim_noir_sirius_electro_prostate_massager.jpg","In Stock",2,"EM3104","Electrastim",-1,-1,0,0,-1,-1,-1
N9614,N9614,,"ElectraStim Noir Ovid Electro G-Spot Dildo","Prepare for an orgasmic G-spot experience with the ElectraStim Silicone Noir Ovid Electro Dildo. Whether you're looking to try squirting for the first time with a G-spot orgasm or you're after deep-reaching prostate stimulation, this sleek dildo could be the sex toy you're looking for.

We've crafted the Ovid dildo to optimise stimulation and provide a sensual experience whether you use it vaginally or anally. A gentle upward curve, bulbous tip and swollen mid-shaft combine to bring you intense pleasure with every thrust. The 5-inch length and 4.7-inch girth are enough to leave you feeling filled and fulfilled without compromising comfort.

Connect Ovid's bi-polar contacts to an ElectraStim stimulator and the shaft enlivens with a lascivious tingle that causes your pelvic floor to contract rhythmically around the length. With contacts covering the tip and sides of the shaft, you'll experience stimulation no matter how much of the dildo you insert, making Ovid ideal for thrusting.

We've added a full curve with a finger loop to the base of the shaft to improve external stimulation and ensure security during prostate and anal play. Because Ovid is made from 100% platinum cured, medical-grade silicone, you can expect a silky soft finish and a squeezable density to heighten the pleasure you experience during play. Enhance your sexual experiences further by using water-based lubricant to assist insertion and improve conductivity.


Bi-polar for internal stimulation - takes 2x 2mm pin connectors. 1x Silicone Noir Ovid electrode is included in each pack. You will need to connect Ovid to an ElectraStim stimulator to feel the sensations described.

THIS ITEM IS AN ELECTRASTIM ACCESSORY AND YOU WILL NEED TO PURCHASE AN ELECTROPLAY MAINS PACK SUCH AS N8720 ElectraStim Flick Stimulator Pack EM60-E, N8738 Electrastim Flick Duo Stimulator Pack OR N6889 Electrastim Sex Adventure Pack TO USE THIS WITH.","medical grade silicone","Insertable 5&quot;- Circumference 4.7&quot;","Insertable 125mm- Circumference 120mm","None Required",29,59.99,Fetish,Bondage,"n9614-electrastim_noir_ovid_electro_gspot_dildo","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9614-electrastim_noir_ovid_electro_gspot_dildo.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9614-electrastim_noir_ovid_electro_gspot_dildo.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9614-electrastim_noir_ovid_electro_gspot_dildo.jpg","In Stock",2,"EM3102","Electrastim",-1,-1,0,0,-1,-1,-1
N9615,N9615,,"ElectraStim Noir Nona G-Spot Electro Probe","Experience erotic electro-stimulation in new and exciting ways with the ElectraStim Silicone Noir Nona G-Spot Probe. The full curve, upward slope and short length make Nona proportioned to directly stimulate her G-spot or his prostate and awaken your hottest internal pleasure zones.

Bi-polar contacts enliven the length with a pleasurable tingle that causes your pelvic floor to pulsate and contract in time with stimulation, feeling similar to the contractions you experience during orgasm. Simply connect the probe to your ElectraStim stimulator and select the pattern and intensity that feel most exciting. Use Nona while sitting upright or positioned on your knees and rhythmically rock your pelvis against the curve, nudging Nona's textured tip against your prostate or G-spot.

Enjoy Nona during masturbation, foreplay and sex to bring a new edge to your sexual experiences. You can even use Nona as an alternative to Kegel exerciser, simply clench your muscles around the length in time with stimulation - just like you would with a set of jiggle balls.

Nona measures 3.5 inches in insertable length with a full and satisfying circumference of 4.3 inches around the tip. Due to the top-heavy design, we recommend that Nona is used by intermediate to advanced anal sex toy fans. Use some water-based lubricant to assist insertion and enhance stimulation.


Bi-polar for internal stimulation - takes 2x 2mm pin connectors. 1x Silicone Noir Nona electrode is included in each pack. You will need to connect Nona to an ElectraStim stimulator to feel the sensations described.


THIS ITEM IS AN ELECTRASTIM ACCESSORY AND YOU WILL NEED TO PURCHASE AN ELECTROPLAY MAINS PACK SUCH AS N8720 ElectraStim Flick Stimulator Pack EM60-E, N8738 Electrastim Flick Duo Stimulator Pack OR N6889 Electrastim Sex Adventure Pack TO USE THIS WITH.","medical grade silicone","Insertable 3.5&quot;- Circumference 4.3&quot;","Insertable 90mm- Circumference 110mm","None Required",25,49.99,Fetish,Bondage,"n9615-electrastim_noir_nona_gspot_electro_probe","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9615-electrastim_noir_nona_gspot_electro_probe.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9615-electrastim_noir_nona_gspot_electro_probe.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9615-electrastim_noir_nona_gspot_electro_probe.jpg","In Stock",2,"EM3101","Electrastim",-1,-1,0,0,-1,-1,-1
N9616,N9616,,"ElectraStim Noir Aura Multi-Probe Electrode","Designed especially with beginners in mind, the ElectraStim Silicone Noir Aura probe is small, slimline and suitable for both vaginal and anal use. Combining the unmistakably satisfying tingles and throbs of erotic electro-stimulation with the smooth and sensual texture of a silicone sex toy, the Aura electrode has a squeezable density to enhance the tingles and contractions you experience during play.

The petite size of 3 inches in insertable length x 3.3 inches in circumference allows for easy insertion and comfortable wear without sacrificing the sensations you feel during play. A slender stem aids retention for effortless hands-free play while the anchor base keeps the probe exactly where you want it.

Simply connect Aura to an ElectraStim stimulator, or any electro sex unit with 2mm pin compatibility, and select the pattern and intensity that arouse you the most. Your body will grip tightly around the length with each contraction, stimulating her G-spot or his prostate with tingles and a nudging massage. See if you can enjoy a hands-free orgasm or G-spot orgasm with this elegant electrode.

Aura is made from 100% platinum medical-grade silicone that is free from phthalates and other allergens. Use a little water-based lubricant to assist insertion and improve conductivity and enjoy the length for either G-spot massage or prostate milking.

Bi-polar for internal stimulation - takes 2x 2mm pin connectors. 1x Silicone Noir Aura electrode is included in each pack. You will need to connect Aura to an ElectraStim stimulator to feel the sensations described.

THIS ITEM IS AN ELECTRASTIM ACCESSORY AND YOU WILL NEED TO PURCHASE AN ELECTROPLAY MAINS PACK SUCH AS N8720 ElectraStim Flick Stimulator Pack EM60-E, N8738 Electrastim Flick Duo Stimulator Pack OR N6889 Electrastim Sex Adventure Pack TO USE THIS WITH.
","medical grade silicone","3&quot; x 3.3&quot;","75mm x 85mm","None Required",19,39.99,Fetish,Bondage,"n9616-electrastim_noir_aura_multi_probe_electrode","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9616-electrastim_noir_aura_multi_probe_electrode.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9616-electrastim_noir_aura_multi_probe_electrode.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9616-electrastim_noir_aura_multi_probe_electrode.jpg","In Stock",2,"EM3100","Electrastim",-1,-1,0,0,-1,-1,-1
N9618,N9618,,"I LOVE SEX Heat Change Mug","Like your sex like you like your beverages - Hot a steamy? Then you need this mug! 

Simply pour hot liquid into this quality, ceramic mug and see the image change from an innocent heart to &quot;I love sex&quot; as the heat increases.","ceramic","Carton Size: 3.94&quot; x 4.72&quot; x 3.35&quot;","Carton Size: 10 x 12 x 8.5cm","None Required",2.63,6.99,Gifts,Fun and Games,"n9618-i_love_sex_heat_change_mug","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9618-i_love_sex_heat_change_mug.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9618-i_love_sex_heat_change_mug.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9618-i_love_sex_heat_change_mug.jpg","In Stock",6,"HH150","Spencer & Fleetwood Ltd",-1,-1,0,-1,0,-1,-1
N9619,N9619,,"Cola Boobs","The perfect treat for mammary maniacs, these sugar coated cola flavoured jelly boobs are as sweet as the real deal!

Nibble or suck these pert boobies and enjoy a pleasurable sugar rush, perfect as a naughty gift! 

Ingredients: Glucose Syrup, Sugar, Modified Corn Starch, Gelling Agent: Gelatine, Acidulant: Citric Acid, Natural and Artificial Flavours, Acidity regulator: Sodium Citrate, Vegetable Oils, Glazing Agent: Carnauba Wax, Colours: E102, E129, E133.      ","see description","3.35oz- Box 3.77&quot; x 1.38&quot; x 4.8&quot;","150g- Box 9.6 x 3.5 x 12.2cm","None Required",1.69,5.99,Eat Me,Fun and Games,"n9619-cola_boobs","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9619-cola_boobs.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9619-cola_boobs.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9619-cola_boobs.jpg","Out of Stock",0,"FD235","Spencer & Fleetwood Ltd",-1,-1,0,-1,0,0,-1
N9620,N9620,,"BLOW JOB VACANCY Heat Change Mug","Perfect for playing a prank on an unsuspecting colleague or friend, the Blow Job Vacancy heat change mug will certainately provide laughs!

Simply fill up this quality, ceramic mug with hot liquid to see the text change from an innocent &quot;Job Vacancy&quot; message to something a little more naughty!","ceramic","Carton Size: 3.94&quot; x 4.72&quot; x 3.35&quot;","Carton Size: 10 x 12 x 8.5cm","None Required",2.63,6.99,Gifts,Fun and Games,"n9620-blow_job_vacancy_heat_change_mug","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9620-blow_job_vacancy_heat_change_mug.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9620-blow_job_vacancy_heat_change_mug.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9620-blow_job_vacancy_heat_change_mug.jpg","In Stock",6,"HH134","Spencer & Fleetwood Ltd",-1,-1,0,-1,0,-1,0
N9621,N9621,,"Sensuous Deluxe Cointreau Body Chocolate","Made with real Belgian chocolate these decadent rich smooth chocolate body paints are undeniably for lovers of fine things. 

Use the beautiful supple brush and indulge yourself and your partner while you let your artistic imagination run wild.
These beautiful tasty treats are made of only natural ingredients and contain no artificial colours or flavourings.

Now in three irresistible flavours, Milk Chocolate, Cointreau and Kahlua.","Chocolate","2.4oz","70g","None Required",9.04,17.99,Eat Me,Fun and Games,"n9621-sensuous_deluxe_cointreau_body_chocolate","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9621-sensuous_deluxe_cointreau_body_chocolate.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9621-sensuous_deluxe_cointreau_body_chocolate.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9621-sensuous_deluxe_cointreau_body_chocolate.jpg","In Stock",8,"Cointreau","Sensuous",0,-1,0,-1,0,0,-1
N9622,N9622,,"Aneros Acrylic Product Display","Aneros Acrylic Store Product Display Stand","acrylic","","","None Required",1,2.99,Aneros,Point of Sale,"n9622-aneros_acrylic_product_display","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9622-aneros_acrylic_product_display.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9622-aneros_acrylic_product_display.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9622-aneros_acrylic_product_display.jpg","In Stock",50,"Acrylic Display","Aneros",-1,-1,-1,-1,-1,-1,-1
N9623,N9623,,"Aneros Information Leaflet: Pack of 50","pack of 50 Aneros Information Leaflets","Paper","50 x pack","50 x pack","None Required",5,6.99,Aneros,Point of Sale,"n9623-aneros_information_leaflet","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9623-aneros_information_leaflet.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9623-aneros_information_leaflet.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9623-aneros_information_leaflet.jpg","In Stock",8,"Information Leaflet","",-1,-1,-1,-1,-1,-1,-1
N9624,N9624,,"Rocks Off RO-ZEN","Life should be a happy balance of give and take and there's nowhere better then the bedroom for this to happen! Why not let the RO-Zen bring dual harmony to your intimate time, whether it's your guilty pleasure or shared with a partner, let RO-Zen take you higher! RO-Zen's strong tight double ring will support and hold you giving a larger, harder and more prolonged erection whilst its slender discreet shaft sends ripples of blissful vibrations to your bottom, while you reach the ultimate erotic state of pleasure.

1 x 1.5 volt N-size / LR1 (Included)","ABS/silicone","4.72&quot; x 4.92&quot; x 1.77&quot;","120mm x 125mm x 45mm","N size batteries x 1",11.06,29.99,Sleeves & Rings,Toys For Him,"n9624-rocks_off_ro_zen","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9624-rocks_off_ro_zen.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9624-rocks_off_ro_zen.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9624-rocks_off_ro_zen.jpg","Out of Stock",0,"RO-ZEN","Rocks Off Ltd",-1,0,0,-1,0,-1,0
N9625 NS6665,N9625,NS6665,"Rocks Off O-BOY 7 Speed - Blue","Rocks Off's newest boy in town is sure to become your best bedroom buddy. For either first-timers or experienced P-spot enthusiasts, the sleek, stream-lined and unintimidating O-BOY provides you with unique lines and clever angles to provide the optimum fit against your P-spot whilst 7 speeds of thunderous vibration targets your perineum, launching you into complete and utter orgasmic O-BOY orbit. O-BOY's clever hands-free design leaves you free to pleasure and explore yourself or your partner. Enjoy! OH WOW! OH GOSH! O-BOY!

1 x 1.5 volt N-size / LR1 (Included)","medical grade silicone","Length 5.5&quot;- Insertable Length: 5&quot;","Length: 13.97cm- Insertable Length: 12.7cm","N size batteries x 1",18.33,39.99,Anal Vibrators,Anal Toys,"n9625-rocks_off_o_boy_7_speed","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9625-rocks_off_o_boy_7_speed.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9625-rocks_off_o_boy_7_speed.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9625-rocks_off_o_boy_7_speed.jpg","Out of Stock",0,"O-BOY blue","Rocks Off Ltd",-1,0,0,0,0,-1,0
